column_1,column_2,column_3,column_4
37891,278119,543052,494622
37892,157743,187946,538921
37893,469625,890172,76078
37894,187161,789112,521603
37895,372451,991378,710040
37896,639907,875999,177058
37897,699867,673596,364901
37898,894889,54991,547530
37899,106735,46226,613094
37900,718361,909760,317431
37901,863633,930617,782986
37902,378996,490864,397509
37903,27268,189977,852519
37904,397973,699333,257239
37905,696011,548022,716070
37906,378981,353744,964081
37907,397162,977658,643865
37908,322434,618745,646209
37909,234101,528394,932758
37910,566870,454022,878880
37911,412563,208544,127787
37912,907764,469666,849982
37913,682325,725789,266704
37914,322782,914801,307463
37915,909878,617404,509167
37916,316027,101482,955812
37917,977458,108534,395788
37918,719269,873948,959258
37919,899288,732661,407708
37920,859558,321034,468821
37921,266453,603681,325714
37922,23363,265575,674974
37923,322936,190568,900021
37924,578079,775623,390489
37925,823274,926733,858003
37926,45677,194023,491452
37927,403487,901852,400052
37928,809707,624470,155827
37929,523358,612502,929239
37930,195551,499189,316538
37931,47895,774241,955124
37932,593715,222655,627542
37933,825120,890790,358065
37934,715293,358503,856301
37935,89973,283508,622811
37936,13337,611171,46567
37937,357736,491067,385504
37938,881221,549173,266498
37939,959441,381348,448133
37940,710768,577949,888564
37941,845563,659,653854
37942,827647,733248,130943
37943,392447,426667,776020
37944,926740,870446,237467
37945,890048,868191,319340
37946,911110,865525,138106
37947,689513,61401,699488
37948,488039,108260,630856
37949,573124,385653,300491
37950,837389,611295,866456
37951,894442,49806,333119
37952,704989,619442,114249
37953,295041,764420,592557
37954,380321,512051,940573
37955,243401,493871,628332
37956,796907,490429,164841
37957,489594,685349,974981
37958,804456,18647,996349
37959,403026,874695,850919
37960,84042,958397,358194
37961,243922,375641,662526
37962,725264,344593,925730
37963,501446,857794,684880
37964,69667,101758,184830
37965,514196,148791,464315
37966,643278,444257,116928
37967,992840,14880,827036
37968,576511,919996,629367
37969,633235,711698,871715
37970,552133,310138,449972
37971,233298,598853,939685
37972,666992,806483,857845
37973,154726,157856,787227
37974,688343,854483,258036
37975,481475,543819,612615
37976,133231,999998,403892
37977,818258,72728,745121
37978,188248,217161,667605
37979,202054,365028,163596
37980,841674,71368,260618
37981,176336,129246,750123
37982,29575,710430,682547
37983,387706,322452,596632
37984,592129,523658,881171
37985,44937,271999,952111
37986,195267,141628,413105
37987,14955,78354,824970
37988,865242,546437,412255
37989,832574,636829,245886
37990,558230,741994,568212
37991,440944,841900,983129
37992,814398,588102,683010
37993,827867,556722,877117
37994,915303,183076,18901
37995,548866,87303,369462
37996,303442,230114,117944
37997,92536,25409,584695
37998,586252,258593,899227
37999,887005,325636,994763
38000,899587,330914,179724
38001,593909,667006,389903
38002,291448,888930,714504
38003,949711,737556,616463
38004,788657,996107,893482
38005,463301,703969,50412
38006,647632,335681,506381
38007,598731,368935,38748
38008,618527,981558,314504
38009,281132,134877,586835
38010,361815,448469,980484
38011,745494,416719,703052
38012,223812,680454,509724
38013,20949,771821,865993
38014,675010,308514,153555
38015,865396,292599,744495
38016,852495,392407,882492
38017,907231,534483,376956
38018,20533,79831,102996
38019,161413,124356,734813
38020,521821,547890,939307
38021,573874,518523,603890
38022,309465,186425,395168
38023,929187,672637,571078
38024,555547,319144,527398
38025,440505,851361,15359
38026,952306,701680,230031
38027,522079,114227,467613
38028,659272,718840,343793
38029,719004,623850,493468
38030,836881,283133,604666
38031,831153,565826,605030
38032,208362,705263,185645
38033,335837,762259,116842
38034,426730,48355,183998
38035,400706,489022,88874
38036,121026,581137,112564
38037,270471,228299,480389
38038,367770,833295,816061
38039,841353,186123,137885
38040,667792,532296,993871
38041,196521,789136,204906
38042,912996,455796,568931
38043,742953,132576,584555
38044,734657,403823,33062
38045,369229,308151,997196
38046,171312,5428,443351
38047,803237,838653,590691
38048,360958,879893,377895
38049,339814,48553,547338
38050,169145,382301,325497
38051,939985,981796,673459
38052,522531,987814,699120
38053,359600,755505,854262
38054,988702,819208,418158
38055,113498,727060,477488
38056,897097,74890,513907
38057,298375,168302,351449
38058,908008,313341,930571
38059,407206,942412,977412
38060,242652,729181,161807
38061,336530,368773,113844
38062,376131,836908,119896
38063,824258,98072,723519
38064,843127,740896,158990
38065,43479,860465,793219
38066,22989,519602,694840
38067,81387,621825,102149
38068,367813,522208,652549
38069,390515,651478,857406
38070,431827,719367,576005
38071,867348,103487,852757
38072,732331,904036,271620
38073,70781,712392,68018
38074,940380,778199,671313
38075,456291,453412,169015
38076,101688,863631,975339
38077,908540,458706,411185
38078,271454,842371,148429
38079,608153,926831,139298
38080,268686,404177,306533
38081,252686,720497,463843
38082,553860,978132,825143
38083,950100,680440,831432
38084,964337,56427,566005
38085,582781,347185,238103
38086,889770,904279,993643
38087,886534,938671,8511
38088,571279,722834,740675
38089,134938,346791,195673
38090,779533,551116,652980
38091,795857,469273,565527
38092,758865,479206,831718
38093,690840,121546,692058
38094,92571,188618,436602
38095,765188,138609,466774
38096,602620,762365,711572
38097,792343,556434,86341
38098,827719,458612,97225
38099,154597,523368,540737
38100,250098,324600,220021
38101,236736,765534,605021
38102,336352,275306,148296
38103,325753,722152,882426
38104,834275,510896,66438
38105,558482,685623,720266
38106,7358,663793,449867
38107,337405,642430,366790
38108,640351,183044,720315
38109,398476,926090,558292
38110,104524,417673,531908
38111,50569,493572,925259
38112,923057,715188,912789
38113,8688,633656,996482
38114,526326,474763,957674
38115,847764,964620,244608
38116,818540,658708,488712
38117,963077,872840,699905
38118,256671,137722,407918
38119,923895,873343,691209
38120,493731,878272,337986
38121,130875,781825,448117
38122,310432,774005,672792
38123,524809,464559,153794
38124,451469,18124,943767
38125,397951,471452,607847
38126,159508,820404,610491
38127,650296,117364,258850
38128,240561,430140,104579
38129,964010,653976,842290
38130,595551,299552,714113
38131,663416,96312,602973
38132,669948,773991,940702
38133,254083,942212,43237
38134,772790,163123,309648
38135,234820,776841,381156
38136,580140,153703,138444
38137,964433,925114,537427
38138,265362,402316,563242
38139,345387,487462,855467
38140,417678,947621,725357
38141,954260,697224,585970
38142,809459,172470,101046
38143,650378,407872,588310
38144,594948,420511,352129
38145,309439,591388,284480
38146,462375,667271,885203
38147,898889,308077,236231
38148,457205,818863,110887
38149,563124,823018,178219
38150,835594,856457,644741
38151,586439,132261,769315
38152,625126,747071,911443
38153,30083,672791,3169
38154,737650,375467,913764
38155,581714,835585,238057
38156,746031,207201,869299
38157,48581,813596,244928
38158,839698,647319,540329
38159,827005,740582,909130
38160,453000,122044,871744
38161,127609,925348,229131
38162,140518,848516,602828
38163,18912,232913,822355
38164,235457,773255,794345
38165,926632,390664,353043
38166,832650,526040,908639
38167,844552,655773,228970
38168,118690,622795,930012
38169,445032,285474,826185
38170,285948,277559,730308
38171,711176,141206,260280
38172,281936,162940,49752
38173,680069,9755,919700
38174,864541,340113,106483
38175,519275,337617,789849
38176,939785,948803,315415
38177,948677,774486,751662
38178,888560,97239,563409
38179,926351,437551,414710
38180,312901,964391,949704
38181,942995,815452,271774
38182,40482,255320,355916
38183,733694,613819,409751
38184,285100,628408,721758
38185,136049,742620,787661
38186,432443,368397,977895
38187,363150,680113,652162
38188,912872,924756,340719
38189,388432,991569,355600
38190,139985,783518,931425
38191,532639,770818,527957
38192,841441,375093,245268
38193,157038,320106,898922
38194,671833,911216,842823
38195,285308,657224,887972
38196,779911,150255,118157
38197,113059,881932,587297
38198,987465,804777,943167
38199,50829,189443,78892
38200,339113,928188,139379
38201,390541,524059,364800
38202,719750,662714,156198
38203,277598,691250,915427
38204,486786,575317,652464
38205,567738,946055,201572
38206,534820,893152,564558
38207,782342,951646,235926
38208,753500,660716,66402
38209,650827,888991,460599
38210,477180,743565,179227
38211,942263,579507,6039
38212,383943,893215,726300
38213,952554,470051,424353
38214,867535,744989,67067
38215,112901,807322,731248
38216,907454,935147,200870
38217,64916,303240,283731
38218,243809,349816,150215
38219,296239,630944,603563
38220,75779,250129,887197
38221,913685,670463,401915
38222,832220,273230,797457
38223,738131,364986,621728
38224,259936,130183,571729
38225,785664,764569,550039
38226,377117,913479,67510
38227,183129,446697,496999
38228,725453,763027,733995
38229,772749,632713,964640
38230,783706,203942,604575
38231,958761,626209,267794
38232,355503,526477,865469
38233,196269,644950,96580
38234,991945,567836,888296
38235,351081,48142,134547
38236,863234,404412,985575
38237,55929,896135,18584
38238,888462,428927,332693
38239,370693,654940,322263
38240,817443,597075,651772
38241,363521,817858,723823
38242,422623,493077,810527
38243,201920,722580,73484
38244,372540,407513,826301
38245,190708,538887,496940
38246,66396,804318,891769
38247,618669,11176,932874
38248,174471,188926,86723
38249,99744,327201,785528
38250,635442,280752,589494
38251,390783,87522,178700
38252,797382,894297,107558
38253,392261,504460,652457
38254,662280,650664,739864
38255,631956,816275,50694
38256,131648,582194,519936
38257,265147,854905,31396
38258,273884,36411,309884
38259,605673,267657,125143
38260,404970,86466,612392
38261,609008,65275,942613
38262,881268,853605,707045
38263,949033,210116,148582
38264,393027,224071,398175
38265,451123,567703,652435
38266,607486,250109,901950
38267,95353,733824,717992
38268,933851,806746,646746
38269,942069,386384,801471
38270,226307,205599,734978
38271,161748,65720,260875
38272,10992,277534,900542
38273,598245,250336,605978
38274,658860,949723,192717
38275,844461,642382,813469
38276,788246,663771,541904
38277,605894,450547,148702
38278,866303,636200,455238
38279,445325,884212,410856
38280,653652,419668,211283
38281,343982,248655,554324
38282,297544,915745,781096
38283,425485,609862,15793
38284,197133,968686,852562
38285,389585,910401,915057
38286,249216,800206,494775
38287,402542,804366,312951
38288,839367,895731,60617
38289,465261,217388,301414
38290,371303,299705,73181
38291,590687,813797,698627
38292,754620,558160,423713
38293,762195,916461,383702
38294,175335,469151,835910
38295,434798,394948,296388
38296,264728,938566,549035
38297,492946,950752,510884
38298,985879,184303,133819
38299,327770,214878,612523
38300,705215,404240,581907
38301,502334,22917,962716
38302,196539,616744,862559
38303,98180,150853,715358
38304,830386,991193,781325
38305,301948,576151,174
38306,583094,918552,510545
38307,698847,29300,587856
38308,218195,113508,528261
38309,497932,749172,468392
38310,719973,116145,82691
38311,550900,430846,197702
38312,797763,479922,190772
38313,162198,83837,410992
38314,70989,584474,44723
38315,701352,977576,765312
38316,623076,127544,44217
38317,779089,219344,982889
38318,897110,791451,126151
38319,173379,107026,768906
38320,108881,10995,195303
38321,223815,181228,201553
38322,132207,244143,855836
38323,827936,410011,914278
38324,19623,618535,218991
38325,262478,966960,902065
38326,404945,666320,704609
38327,786167,223106,639681
38328,513648,375874,260448
38329,458061,480610,272336
38330,712154,965156,758282
38331,781640,491032,79389
38332,885462,292213,218419
38333,628292,71079,845975
38334,367159,546439,82765
38335,932517,678275,666540
38336,653455,947177,758453
38337,388887,214496,306648
38338,852094,757701,525129
38339,213219,134316,609749
38340,523176,444970,218268
38341,719347,431166,862485
38342,709441,554511,60282
38343,261622,547808,754903
38344,802177,226956,713348
38345,661255,134673,565259
38346,104329,793388,44154
38347,699507,172917,890150
38348,627801,413072,37352
38349,228081,681310,942184
38350,143555,218931,203709
38351,938377,763784,36314
38352,120385,242871,225660
38353,293786,708885,52879
38354,662334,914488,271788
38355,407953,367833,44540
38356,784671,957933,708913
38357,435876,523483,378150
38358,999550,183236,44066
38359,844482,732403,734672
38360,165294,609038,760862
38361,815808,690667,521330
38362,357480,976404,23582
38363,595330,140117,965297
38364,221211,157690,26616
38365,42551,582355,512746
38366,455975,158174,418670
38367,537400,707788,230834
38368,575431,388670,801167
38369,763924,139523,381994
38370,919563,597035,783976
38371,709690,916602,55869
38372,760478,664760,440869
38373,840965,96146,702563
38374,415227,215948,266853
38375,679931,843105,827590
38376,483666,562378,321472
38377,281225,484068,659674
38378,498520,258559,826482
38379,150325,196371,723872
38380,707303,18115,291051
38381,964468,709486,680730
38382,619,523699,560462
38383,70294,524832,660850
38384,315906,75936,69576
38385,27540,346940,93852
38386,705984,665056,670241
38387,950480,170850,645812
38388,811787,449474,300976
38389,974033,64075,516507
38390,348756,629858,559958
38391,72706,227034,527598
38392,653336,953559,449855
38393,83342,491297,39131
38394,898870,551409,585525
38395,697362,361032,329407
38396,614896,239976,520754
38397,682655,951981,831587
38398,513753,445853,208983
38399,263247,423476,347135
38400,715573,265825,374612
38401,970720,795532,272417
38402,221633,126642,979504
38403,530420,736857,395786
38404,610976,792161,145556
38405,608396,519219,907864
38406,241175,770071,91560
38407,868639,414382,166636
38408,415238,846858,668812
38409,220954,786144,750246
38410,957562,196121,262439
38411,496634,474145,494934
38412,154008,486239,66674
38413,401309,660290,821390
38414,196393,304049,951321
38415,142588,456359,568584
38416,953997,236583,852134
38417,547491,500201,551508
38418,257680,512399,134634
38419,305631,86686,999102
38420,496255,370003,61015
38421,53734,925196,192671
38422,270298,182100,932448
38423,128716,963589,981853
38424,194653,785228,176318
38425,11724,384854,984642
38426,541855,48594,578438
38427,715830,836168,963307
38428,602852,400363,62976
38429,655342,979960,251325
38430,169326,56019,711805
38431,303541,4261,49857
38432,421186,296591,889679
38433,662073,520549,980053
38434,893085,109597,338339
38435,142208,501725,361823
38436,552379,873320,987001
38437,434304,488204,92101
38438,646435,747876,320294
38439,889720,304879,528873
38440,68475,755288,418076
38441,58241,502217,320648
38442,395505,948103,341398
38443,835507,788602,773406
38444,124042,5447,2537
38445,273046,137257,627736
38446,417659,455877,847574
38447,702723,423880,262236
38448,332986,129325,276193
38449,765625,678553,48510
38450,474457,620796,479936
38451,810457,398474,645671
38452,902566,572395,326068
38453,476675,166260,143728
38454,266783,639861,562959
38455,792315,256059,823949
38456,266775,251639,314519
38457,626264,676083,166960
38458,152358,564799,153166
38459,55248,536080,458146
38460,188966,690994,947108
38461,89459,280767,981146
38462,716653,699343,595995
38463,162248,900554,588146
38464,134591,606942,641003
38465,219875,659302,266564
38466,71126,236036,229706
38467,597829,553625,463610
38468,358771,668572,436363
38469,62482,872094,293329
38470,427092,939327,484897
38471,98504,415032,305127
38472,477006,370665,12290
38473,540510,387341,112338
38474,670525,93475,608211
38475,833802,398313,139097
38476,187470,525699,398758
38477,810666,377322,906747
38478,569351,702325,583303
38479,7835,654958,767199
38480,49447,711427,415677
38481,636160,471549,633983
38482,504661,491178,69916
38483,892818,770158,275476
38484,437153,39163,277811
38485,436496,335264,372568
38486,223594,896161,251505
38487,298352,258024,203374
38488,570824,866354,586728
38489,728693,78322,105595
38490,341753,528681,861173
38491,280663,972751,389610
38492,135662,718708,323297
38493,202683,513129,25874
38494,738554,833566,888205
38495,534797,974224,660222
38496,310381,156719,687772
38497,601428,167206,228975
38498,832284,839756,768932
38499,596508,811704,42957
38500,136693,248384,584932
38501,621459,484523,806429
38502,23797,644561,839379
38503,490562,918801,944474
38504,858878,211875,705003
38505,447603,442320,595897
38506,37908,304534,632948
38507,698487,460241,819736
38508,864431,352470,59837
38509,538248,859214,308924
38510,219953,683667,909696
38511,916951,707939,477057
38512,352052,442231,742676
38513,55510,74331,606138
38514,412718,428740,901672
38515,334599,376468,635959
38516,171219,96904,282711
38517,950244,965326,370755
38518,654622,779375,125530
38519,345816,584635,224141
38520,168584,251976,213225
38521,559268,582471,393830
38522,665920,707701,124317
38523,855275,239376,463048
38524,62408,538770,157056
38525,102905,464244,807111
38526,486197,542062,175157
38527,393361,570409,487226
38528,91429,162406,735757
38529,217045,913556,263508
38530,159168,225908,605157
38531,828260,831142,399096
38532,174095,354991,341299
38533,588114,23644,230156
38534,856079,411910,564539
38535,512209,576734,918359
38536,81928,791710,764001
38537,981650,907722,829121
38538,578643,234722,602975
38539,964527,533597,462210
38540,963547,304106,235790
38541,155725,236506,914423
38542,16120,869936,230346
38543,803310,662109,309449
38544,249212,105274,998583
38545,482875,680627,524754
38546,930009,283305,442897
38547,407765,127894,454310
38548,884054,284452,97009
38549,652509,131608,357734
38550,217643,346140,334728
38551,435856,131713,917996
38552,772907,328476,638584
38553,276186,314432,485474
38554,9203,646219,144586
38555,568752,627402,957502
38556,545082,956150,536950
38557,250116,208875,139713
38558,931601,443993,555353
38559,448535,904525,93089
38560,920224,230572,304151
38561,693983,101642,944937
38562,165797,879690,135971
38563,512249,202881,119822
38564,925722,849453,67471
38565,941736,317888,865156
38566,111267,371423,926189
38567,427835,208556,776642
38568,541768,339956,133905
38569,288061,676581,78391
38570,172969,151389,223385
38571,56577,636155,416241
38572,763856,235832,723394
38573,811018,110109,395750
38574,318965,921697,727292
38575,715598,640703,538365
38576,629783,914380,563915
38577,79185,832939,375336
38578,808282,882477,119480
38579,568671,976011,593192
38580,201214,813955,871575
38581,157225,715958,982912
38582,863134,662427,404363
38583,86508,822949,666326
38584,136109,201608,106353
38585,619653,921215,236282
38586,816245,139111,746845
38587,697403,117928,833343
38588,636471,57,247420
38589,913340,928454,764194
38590,560960,929553,37162
38591,949891,134792,219285
38592,203514,945,351862
38593,527578,314558,589679
38594,201702,440109,166087
38595,394834,748831,461011
38596,786597,584910,299873
38597,297259,122270,596938
38598,483497,186675,172825
38599,571736,88402,526033
38600,223166,614013,995423
38601,676920,138503,921941
38602,632607,114120,725692
38603,331309,937391,943305
38604,649223,870249,514919
38605,325287,96548,251645
38606,540439,972311,882457
38607,981274,613745,724659
38608,245540,848088,318558
38609,147446,141408,382481
38610,291614,370789,567311
38611,522898,765714,59593
38612,208021,250555,713759
38613,749439,161841,677319
38614,311969,647440,804348
38615,627016,636905,74121
38616,601539,696839,294479
38617,166893,484637,204646
38618,964946,299748,248324
38619,870063,763868,364383
38620,386536,942672,736548
38621,302008,313061,312265
38622,37809,327449,452233
38623,277277,930755,373369
38624,697093,245783,785551
38625,498084,344050,332045
38626,984227,619545,29471
38627,171781,650011,722292
38628,533963,811885,604389
38629,106823,415644,589426
38630,871224,123068,5349
38631,739029,754570,737927
38632,538188,428855,910316
38633,375561,880610,122702
38634,482541,748058,991311
38635,288429,803799,10997
38636,182478,250822,10515
38637,551753,671338,647750
38638,336909,371516,582165
38639,984836,897382,374964
38640,242298,107624,931964
38641,870119,68951,276884
38642,757353,242963,756642
38643,315658,804699,429720
38644,743359,824470,621537
38645,113222,204457,616461
38646,83709,849524,105689
38647,883636,4806,327822
38648,184244,482877,97536
38649,10997,220545,860796
38650,766007,663227,582956
38651,563696,587259,145035
38652,904261,759232,603953
38653,191920,553593,93310
38654,597213,199540,860566
38655,250296,799586,106064
38656,335724,318097,55496
38657,451980,762611,807376
38658,934030,44998,575149
38659,147152,999480,134119
38660,883141,794420,128012
38661,562016,266476,512086
38662,689462,16716,213393
38663,176207,898450,872190
38664,758781,293987,11054
38665,58934,22108,435498
38666,182713,217589,688070
38667,865260,677504,306651
38668,670711,851725,223722
38669,204547,582294,553864
38670,555413,277446,640515
38671,880756,412815,634498
38672,817332,95527,980546
38673,165771,120896,74039
38674,506784,295779,272297
38675,339601,154642,874289
38676,996008,457963,653820
38677,865061,959110,934157
38678,436891,389692,375554
38679,824935,850940,482434
38680,38637,441251,605969
38681,683766,439394,783191
38682,385528,255291,875961
38683,503347,821002,14066
38684,507578,494081,520267
38685,17010,222023,347917
38686,262408,364148,609521
38687,447354,334692,674533
38688,585417,537222,362398
38689,306277,340854,923666
38690,594073,218915,9491
38691,716819,599992,253937
38692,195877,389656,287883
38693,187382,335601,18578
38694,913624,486242,12233
38695,363236,762812,737438
38696,8866,394471,814396
38697,148553,987395,400497
38698,795953,187855,352335
38699,112334,489294,393504
38700,194435,413171,989975
38701,79334,706362,303562
38702,875597,380597,369414
38703,927610,436368,433499
38704,67702,488794,324713
38705,809327,592248,88970
38706,50959,136717,966135
38707,337300,594182,558702
38708,293400,336111,675481
38709,359483,66317,614562
38710,477756,400165,935561
38711,900208,602599,286525
38712,224418,77515,285997
38713,658372,555348,121949
38714,303002,171360,341235
38715,295876,688445,746230
38716,118890,221406,560489
38717,442941,38886,244555
38718,700389,572034,583830
38719,592932,533437,107184
38720,407440,9807,42113
38721,122209,22115,874403
38722,896284,370926,284055
38723,461879,506194,888155
38724,726195,595774,214347
38725,588646,935559,427272
38726,234571,251198,238733
38727,835007,400039,184647
38728,542546,1469,226388
38729,896896,652341,314633
38730,749318,202389,701085
38731,284691,829907,895285
38732,472160,447223,74436
38733,75105,331923,238423
38734,735569,916362,923775
38735,167573,278362,85341
38736,619416,60238,803541
38737,542797,533554,722874
38738,146463,836044,564750
38739,240160,713877,808721
38740,461366,500770,573229
38741,477263,591922,399168
38742,179418,229922,355181
38743,228457,79081,899743
38744,992746,743434,16918
38745,874277,238526,828875
38746,954321,892784,361461
38747,715886,793129,761678
38748,464025,541389,755162
38749,993720,511823,465022
38750,674954,241740,483110
38751,804185,308042,245825
38752,180665,607383,256479
38753,95312,341123,995845
38754,499952,731816,328595
38755,592678,996474,672664
38756,683667,749633,895436
38757,429483,697263,820873
38758,17877,252190,499264
38759,761262,243877,343186
38760,831614,44394,714146
38761,316315,769848,283004
38762,821158,197229,741589
38763,258459,736398,14415
38764,448464,350095,12532
38765,597161,386835,521069
38766,682777,216467,245791
38767,891396,714386,479831
38768,71062,707431,777368
38769,66464,404002,374326
38770,438708,516465,388475
38771,86649,200660,415230
38772,527087,682520,74081
38773,851451,907358,29586
38774,185096,225244,705305
38775,449079,246816,602842
38776,167805,16346,3007
38777,939363,494227,427109
38778,138606,955815,962157
38779,283403,385892,274586
38780,226949,514108,959898
38781,315663,549585,434967
38782,997216,920954,294893
38783,315517,256503,241600
38784,478810,927370,181405
38785,888506,727883,739703
38786,302421,327156,775564
38787,248825,877749,973380
38788,246612,926117,685079
38789,96180,470553,871244
38790,106300,896768,773326
38791,707359,537033,744646
38792,611487,502401,174517
38793,19368,520922,119324
38794,522087,969593,71230
38795,1324,180310,838345
38796,78497,333657,509419
38797,954057,863788,552166
38798,404041,153783,112568
38799,805621,766525,42499
38800,834563,933424,339215
38801,955414,644902,522060
38802,146440,450045,316352
38803,829111,990429,489346
38804,108682,966831,760508
38805,781362,22421,940332
38806,704662,566736,635307
38807,757031,23470,329951
38808,93094,528380,433339
38809,595629,509978,207172
38810,363112,97741,544965
38811,421291,98730,774419
38812,915598,487211,576951
38813,817544,560579,830290
38814,265919,541924,872845
38815,320295,577674,335353
38816,254967,763092,384020
38817,321860,478510,51740
38818,958832,53783,874055
38819,714860,568559,897452
38820,530304,342062,857577
38821,577341,765987,423633
38822,635825,693996,593643
38823,493393,697837,551269
38824,971883,706994,339895
38825,156384,811740,431019
38826,86204,993452,23610
38827,942928,28816,113460
38828,627645,960294,239583
38829,250637,584256,179718
38830,28577,762622,765720
38831,846691,857887,801729
38832,443548,998376,557396
38833,669452,444828,344284
38834,837010,672205,681499
38835,930545,138002,420276
38836,123267,228056,317524
38837,579621,265906,473628
38838,571787,708842,677985
38839,655652,621207,157255
38840,973354,547746,386167
38841,924367,721591,56550
38842,283611,407750,573349
38843,916418,834910,75102
38844,42425,611774,998319
38845,96102,854406,611142
38846,683862,528713,489577
38847,4159,425439,334747
38848,364949,318704,733362
38849,144654,593743,371650
38850,925629,839441,94772
38851,665719,437852,493446
38852,551959,990676,174268
38853,713767,433868,830880
38854,653028,171955,832515
38855,741991,38769,387607
38856,773830,33244,526108
38857,177869,723530,987098
38858,976529,883172,9435
38859,145008,146371,648396
38860,264171,865056,334229
38861,650041,230359,76483
38862,140390,594036,120003
38863,130891,931324,351547
38864,482985,929891,796251
38865,808679,550047,633387
38866,476236,106017,863058
38867,308068,235876,846209
38868,502638,259250,872198
38869,118092,70917,556362
38870,684803,134727,973290
38871,506198,58867,135204
38872,399495,358229,271785
38873,936147,850403,59640
38874,510982,258836,696455
38875,838222,708383,657748
38876,81042,301739,521207
38877,393409,581019,231936
38878,181282,814316,320965
38879,639326,848155,656993
38880,606052,315235,455473
38881,174488,508602,905435
38882,951516,979488,532493
38883,673901,942053,535576
38884,718499,242713,235285
38885,205813,865758,269094
38886,719383,408369,298139
38887,766893,941563,489879
38888,341715,529784,807293
38889,588460,687916,426113
38890,892361,931080,215134
38891,409811,271362,960216
38892,599907,606841,577614
38893,561957,522908,950493
38894,427147,35805,326790
38895,632491,124883,643970
38896,994736,113158,676606
38897,698036,548193,207627
38898,499234,633490,859295
38899,342307,753658,220444
38900,206263,276560,255165
38901,333595,459025,65668
38902,468436,612573,347957
38903,948494,879063,553884
38904,244948,315148,738630
38905,244091,881257,201058
38906,498244,664714,422751
38907,15425,786642,924105
38908,278551,22884,942967
38909,250955,69611,416729
38910,869617,116710,581229
38911,191725,596417,125366
38912,87648,549006,749528
38913,724952,98233,687424
38914,62614,24000,987814
38915,101368,202945,134138
38916,117159,172088,620565
38917,229317,305567,218957
38918,472000,451482,854992
38919,752461,492805,25527
38920,824971,618008,232376
38921,174676,828312,477275
38922,964661,509690,954843
38923,19098,911786,409057
38924,555166,407845,546844
38925,729779,806364,206188
38926,219010,504140,24668
38927,540478,285410,884497
38928,912185,880568,607160
38929,476367,930776,929624
38930,767931,921330,110268
38931,436186,561582,449553
38932,68231,765057,175645
38933,179576,406469,306256
38934,578896,125353,682954
38935,247265,870803,877284
38936,886540,357928,128423
38937,970329,560077,276372
38938,668298,610614,485337
38939,58929,550204,931247
38940,939251,606002,445859
38941,645018,565538,48176
38942,748505,829579,301497
38943,443185,294645,573715
38944,589320,309141,337129
38945,887628,578279,652900
38946,655728,627670,673620
38947,468471,754934,678799
38948,453313,912678,539862
38949,542497,692118,392555
38950,479240,400957,815038
38951,501815,485674,394789
38952,487783,428355,828975
38953,555676,927492,933282
38954,714597,22807,881480
38955,138280,676821,185673
38956,818708,510421,480938
38957,868308,235396,856147
38958,820847,83165,173706
38959,315539,707651,383351
38960,303824,22177,670623
38961,621977,544195,21150
38962,858488,816614,945696
38963,780519,943198,780655
38964,556816,844683,679551
38965,526776,719776,994387
38966,121383,688853,456442
38967,892981,35170,952162
38968,316579,972135,240800
38969,611001,892952,845565
38970,1160,817433,877066
38971,815689,128341,532841
38972,710463,332741,59200
38973,416892,765548,295242
38974,292229,823354,939821
38975,740627,224503,111832
38976,964858,151789,864992
38977,765517,119131,704749
38978,517084,405392,636375
38979,185071,585939,292014
38980,784118,386716,884721
38981,42656,698857,650794
38982,330398,308335,667089
38983,945584,767708,574162
38984,902968,90886,777871
38985,78951,221980,260642
38986,21120,721261,536880
38987,927708,155807,225399
38988,781175,694190,926754
38989,915595,254993,544377
38990,99914,678974,572132
38991,711523,948745,216925
38992,922668,165943,690901
38993,662816,519531,879456
38994,197200,169638,913063
38995,653585,357053,895529
38996,329438,959999,503157
38997,689787,402336,795504
38998,939054,270396,357608
38999,489914,200850,928279
39000,738598,425279,88217
39001,261805,416969,532
39002,667762,808246,454341
39003,870381,494191,538965
39004,356964,470744,339077
39005,340015,153997,475885
39006,907639,180506,534903
39007,91455,759986,499947
39008,563226,345495,398805
39009,318822,7454,614840
39010,211609,79473,35000
39011,525992,7795,202632
39012,67276,848818,686570
39013,860072,520059,266014
39014,997908,221303,416760
39015,409196,408875,768252
39016,81254,844995,46992
39017,422342,318596,514844
39018,909364,190716,448885
39019,834830,879850,252432
39020,358399,281802,676336
39021,719671,631217,349295
39022,314596,989751,785166
39023,766686,140887,808603
39024,961985,616012,386795
39025,583122,272179,253266
39026,966412,91208,706516
39027,342009,105751,960467
39028,947336,542958,921447
39029,212502,220330,810022
39030,424508,843696,235534
39031,532917,132429,88924
39032,363055,966526,657525
39033,495558,845605,407219
39034,520335,756575,179075
39035,788544,918965,708998
39036,912454,883371,350534
39037,611579,7454,32790
39038,14588,563523,30700
39039,489941,908873,851817
39040,37268,569985,777403
39041,35556,35035,24874
39042,972281,655404,832508
39043,790796,790113,174537
39044,254291,929462,10309
39045,258231,730772,592948
39046,477392,196435,519055
39047,999079,59255,586018
39048,981918,17654,260663
39049,796585,177185,815169
39050,464517,769167,764772
39051,948024,254738,908979
39052,990859,44700,728050
39053,551023,696896,240768
39054,206730,585835,238963
39055,657097,171578,695279
